barcode,name,brand,package_size,category
7290102399048,קשקבל פרוסות 200 גרם,---,200 גרם,Other
7290102399635,מולר פרופ קוקוס ואננס150,---,150 גרם,Fruit
7290102399796,מולר אקטיב לבן חלבון 25ג,---,200 גרם,Dairy
7290102399802,מולר פרוטאין יוגורט200ג,---,200 גרם,Dairy
7290102399819,מולר פרוטאין יוגור.פירות,---,200 גרם,Fruit
7290103120658,ספיד סטיק גל24/7שחור85ג,קולגייט-פלמוליב,85 גרם,Other
7290103129378,ספיד סטיק גל 85גרם 5X,קולגייט-פלמוליב,85 גרם,Other
7290103129392,ליידי ס.סטיק אינפיוזן65ג,קולגייט-פלמוליב,65 גרם,Other
7290103681173,"קברנה הר תבור 750 מ""ל",מיוצר על ידי יקב תבור,750 מיליליטר,Other
7290103681180,"מרלו הר תבור 750 מ""ל",מיוצר על ידי יקב תבור,750 מיליליטר,Other
7290103681197,"שיראז הר תבור 750 מ""ל",---,750 מיליליטר,Other
7290103681210,"שרדונה הר תבור 750 מ""ל",---,750 מיליליטר,Other
7290103681227,גוורצטרמינר הר תבור750מל,---,750 מיליליטר,Other
7290103704957,מגבות נייר 3 שכבות ענק3ג,---,57 מטרים,Other
7290103705602,נייר טואלט 3שכבות32גTNX,סאסאטק,573 מטרים,Other
7290103705961,TNXנייר טואלט ת.שכבתי24ג,---,374 מטרים,Other
7290103706029,מגבות נייר לניקוי והברקה,סאסא טק,19 מטרים,Other
7290103706197,נייר טואלט דו שכבתיXPO32,שניב תעשיות נייר,537 מטרים,Other
7290103706203,נייר טואלט דו שכבתי48XPO,שניב תעשיות נייר,844 מטרים,Other
7290103706234,מגבות נייר 6 גלילים XPO,שניב תעשיות נייר,64 מטרים,Other
7290103706241,מגבות נייר XPO 8 גלילים,שניב תעשיות נייר,85 מטרים,Other
7290103706258,ממחטות אף פרחיםXPO 5*100,שניב תעשיות נייר,1 יחידות,Other
7290103706265,ממחטות אף 5*100יח XPO,שניב תעשיות נייר,1 יחידות,Other
7290103706272,ממחטות אף בקופסא100י XPO,שניב תעשיות נייר,1 יחידות,Other
7290103706296,שקיות אשפהSריחניות50 XPO,שניב תעשיות נייר,1 יחידות,Other
7290103706302,שקיות אוכל 2*150י XPO,שניב תעשיות נייר,1 יחידות,Other
7290103706364,ש.אשפהL ריחני+שרוך40 XPO,שניב תעשיות נייר,1 יחידות,Other
7290103706371,ש.אשפהXL ריחניות2*15 XPO,שניב תעשיות נייר,1 יחידות,Other
7290103706388,שקיות אשפהXL+שרוך20י XPO,שניב תעשיות נייר,1 יחידות,Other
7290103706395,שקיות אשפהL+שרוך30י XPO,שניב תעשיות נייר,1 יחידות,Other
7290103706418,שקיות אשפהXL+ידית XPO 25,שניב תעשיות נייר,1 יחידות,Other
7290103706456,XPOשקיות אשפהXL חזקות20י,שניב תעשיות נייר,1 יחידות,Other
7290103706524,40מטליות רב שימושיותXPO,"סאסאטק אגש""ח בע""מ",1 יחידות,Other
7290103706531,מטליות רב שימושיות9יחXPO,"סאסאטק אגש""ח בע""מ",1 יחידות,Other
7290103706548,כריות יפניות 6יח XPO,"סאסאטק אגש""ח בע""מ",1 יחידות,Other
7290103706555,כריות יפניות XPO 4 יחידו,"סאסאטק אגש""ח בע""מ",1 יחידות,Other
7290103706562,כריות יפניות+תעלות4י XPO,"סאסאטק אגש""ח בע""מ",1 יחידות,Other
7290103706579,כריות קרצוף ענקיות 3יXPO,"סאסאטק אגש""ח בע""מ",1 יחידות,Other
7290103706586,כריות קרצוף לשבת 2י XPO,"סאסאטק אגש""ח בע""מ",1 יחידות,Other
7290103706593,ספוג הפלא נירוסטה3יXPO,"סאסאטק אגש""ח בע""מ",1 יחידות,Other
7290103706609,מטליות רצפה מיקרופברXPO3,"סאסאטק אגש""ח בע""מ",1 יחידות,Other
7290103706616,סט מטליות לניקוי 5יחXPO,"סאסאטק אגש""ח בע""מ",1 יחידות,Other
7290103706623,ספוג הפלא-שכבת חיזוק6XPO,"סאסאטק אגש""ח בע""מ",1 יחידות,Other
7290103706630,ספוג הפלא 6י XPO,"סאסאטק אגש""ח בע""מ",1 יחידות,Other
7290103706647,כריות קרצוף נירוסטה2יXPO,"סאסאטק אגש""ח בע""מ",1 יחידות,Other
7290103706654,ברזליות 3י XPO,"סאסאטק אגש""ח בע""מ",1 יחידות,Other
7290103706678,מטליות לניקוי אבק 3יחXPO,"סאסאטק אגש""ח בע""מ",1 יחידות,Other
7290103706685,מטליות הפלא לניקוי 3יXPO,"סאסאטק אגש""ח בע""מ",1 יחידות,Other
7290103706692,מטלית חלומית לרצפהXPO יח,"סאסאטק אגש""ח בע""מ",1 יחידות,Other
7290103706708,מטלית מיקרופייבר+חורXPO,"סאסאטק אגש""ח בע""מ",1 יחידות,Other
7290103706715,מטליות הפלא לרצפה 2י XPO,"סאסאטק אגש""ח בע""מ",1 יחידות,Other
7290103706722,מטלית הפלא לרצפה XPO יחי,"סאסאטק אגש""ח בע""מ",1 יחידות,Other
7290103706739,שלישיית סחבות זיגזגXPO 3,"סאסאטק אגש""ח בע""מ",1 יחידות,Other
7290103706746,נ.טואלט תלת שכבתי32ג LU,שניב תעשיות נייר,523 מטרים,Other
7290103706753,נ.טואלט 16ג.כפולXPO LUNA,"שניב תעשיות נייר בע\""מ",573 מטרים,Other
7290103706777,נ.טואלט גליל כפול24 XPO,"שניב תעשיות נייר בע\""מ",860 מטרים,Other
7290103706791,6מגבות נייר XPOגליל כפול,שניב תעשיות נייר,127 מטרים,Other
7290103706821,ממחטות אף לכיס 10*10 יחי,שניב תעשיות נייר,1 יחידות,Other
7290103706890,מפיות נייר חד שכבתי150יח,שניב תעשיות נייר,1 יחידות,Other
7290103706982,ניילון נצמד 150 מטר XPO,סאסא טק,150 מטרים,Other
7290103706999,XPO 2ניילון נצמד30סמ*30מ,שניב תעשיות נייר,1 יחידות,Other
7290103707002,נייר טואלט פסטל 32ג XPO,שניב תעשיות נייר,573 מטרים,Other
7290103707019,נייר טואלט אפרסק 32ג XPO,שניב תעשיות נייר,573 מטרים,Fruit
7290103707026,6מגבות נייר דו שכבתי LU,שניב תעשיות נייר,1 יחידות,Other
7290103707040,6מגבות נייר גליל כפול LU,שניב תעשיות נייר,1 יחידות,Other
7290103707064,נ.טואלט דו שכבתי48ג XPO,שניב תעשיות נייר,844 מטרים,Other
7290103707071,נ.טואלט דו שכבתי 32גVIVI,שניב תעשיות נייר,573 מטרים,Other
7290103707088,נ.טואלט דו שכבתי48ג VIVI,שניב תעשיות נייר,844 מטרים,Other
7290103707286,כפפות נטריל שחורS 100XPO,שניב תעשיות נייר,1 יחידות,Other
7290103707293,כפפות נטריל שחורM 100XPO,שניב תעשיות נייר,1 יחידות,Other
7290103707309,כפפות נטריל שחורL 100XPO,שניב תעשיות נייר,1 יחידות,Other
7290103707460,30שקיות זיפר XPO+סליידרL,"סאסאטק אגש""ח בע""מ",1 יחידות,Other
7290103707521,ממחטות כיסXPO מנטול10*10,,1 יחידות,Other
7290103707798,נ.טואלט תלת חמאה32ג LU,שניב תעשיות נייר,523 מטרים,Dairy
7290103707811,XXLמגבות נייר 1200דף XPO,"סאסאטק אגש""ח בע""מ",1 יחידות,Other
7290103707835,נ.טואלט מגה רול 18גל LU,"סאסאטק אגש""ח בע""מ",454 מטרים,Other
7290104062599,גמדים תות בננה 8*100 גרם,"שטראוס בריאות בע""מ",800 גרם,Fruit
7290104067198,שוקולד מריר 70% תפוז100ג,עלית,100 גרם,Snacks
7290104500572,אפרופו איטליאנו 50 גרם,"אסם תעשיות מזון בע""מ",50 גרם,Other
7290104501661,פודינג וניל צרפתי 80 גרם,"אסם תעשיות מזון בע""מ",80 גרם,Other
7290104504228,מיני דובונים 5*20 גרם,"אסם תעשיות מזון בע""מ",100 גרם,Other
7290104508943,במבה חטיף בוטנים 200 גרם,"אסם תעשיות מזון בע""מ",200 גרם,Snacks
7290104722530,תפוציפס שמנת בצל 200גרם,"פפסיקו הלאס בע""מ",200 גרם,Snacks
7290104724718,שוק.במילוי קרם נוגט100גר,עלית,100 גרם,Other
7290104726262,דני שלוק שוקולד 4*125גרם,"שטראוס גרופ בע""מ",500 גרם,Snacks
7290104726712,מעדן מילקי ט.שוקולד8*170,"שטראוס גרופ בע""מ",1.36 ליטר,Snacks
7290104728310,שמנתלהקצפה 38% 250 גרם,מחלבת יטבתה,250 גרם,Dairy
7290104859410,צלחות גדולות 1ק לפיד,פאלאס,1 קילוגרם,Other
7290104961403,קרם פנים ילדים 60SPF50מ,סקין גארד-שיזוף,60 מיליליטר,Other
7290104961441,שמן גזר ספריי200SPF15מ,מיוצר עי : אמיליה קוסמטי,200 מיליליטר,Sauces & Spreads
7290104961526,טיטניום ספריי קלאסי150מ,קרליין,150 מיליליטר,Other
7290104961892,"מסכת קרטין נטורל 350 מ""ל",קוסמופארם,350 מיליליטר,Other
7290104961908,"סרום קרטין נטורל 145 מ""ל",קוסמופארם,145 מיליליטר,Other
7290104963216,סופטקר אל סבון עדין 1 ל,קוסמופארם,1 ליטר,Other
7290104963223,סופטקר אל סבון קלאסי 1 ל,קוסמופארם,1 ליטר,Other
7290105360878,תפוציפס 4*50 גרם,"שטראוס פריטו ליי בע""מ",200 גרם,Snacks
7290105362339,"שמנת לבישול 15% 250 מ""ל",מחלבת יטבתה,250 מיליליטר,Dairy
7290105362377,כיף כף מגדים 45 גרם,עלית,45 גרם,Other
7290105363572,שוק.פרה ביסקויט מגדים100,"שטראוס גרופ בע""מ",100 גרם,Other
7290105364678,משקה אקטיביה אפרסק 250מל,"שטראוס בריאות בע""מ",250 מיליליטר,Drinks
7290105366993,סימפוניה שיפקה חריף200,שטראוס,200 גרם,Other
7290105368331,"מילקי בטעם תות 170 מ""ל",שטראוס,170 מיליליטר,Dairy
7290105368904,שמנת מתוקה להקצפה32% 250,מחלבת יטבתה,250 מיליליטר,Dairy
7290105431516,חטיפי FREE תמר+בוטנים5יח,טבעית מוצרים מן הטבע בעמ,125 גרם,Other
7290105436382,חטיף FREE תמרים קשיו5*25,טבעית מוצרים מן הטבע בעמ,125 גרם,Snacks
7290105439499,מיונז הולנדי483ג מאסטרשף,רמיה סי.וי.הולנד,483 גרם,Sauces & Spreads
7290105439505,ממרח מופחת קלוריות521ג,רמיה סי.וי.הולנד,521 גרם,Sauces & Spreads
7290105439581,חרדל דיזון צרפתי 370גרם,סאס קובינור,370 גרם,Sauces & Spreads
7290105474001,לה קט פטה בקר 100 גרם,LA NORMANDISE SA,100 גרם,Meat & Fish
7290105474018,לה קט פטה עוף וכבד 100 ג,LA NORMANDISE SA,100 גרם,Meat & Fish
7290105691248,חטיפי טורטיה תירס60ג אסם,"פרח תעשיות מזון בע""מ",60 גרם,Vegetables
7290105693341,במבה 10*25 גרם,"אסם תעשיות מזון בע""מ",250 גרם,Snacks
7290105961525,שוק.ספלנדיד מריר85% 100ג,"שטראוס גרופ בע""מ",100 גרם,Other
7290105962331,סחוג אדום חריף זהבי220ג,"זהבי הכרם בע\""מ",220 גרם,Other
7290105965738,דנונה לשתיה תות בננה267ג,"שטראוס בריאות בע""מ",267 גרם,Fruit
7290105968654,רביולי בטטה פרווה 400 גר,"שטראוס גרופ בע""מ",400 גרם,Other
7290106520066,רבע לשבע גלילית אגוז160ג,"שטראוס גרופ בע""מ",160 גרם,Other
7290106520813,תפוציפס בטעם טבעי 6*50ג,"שטראוס פריטו ליי בע""מ",300 גרם,Snacks
7290106520912,"שמנת לבישול 9% 250 מ""ל",מחלבת יטבתה,250 מיליליטר,Dairy
7290106521650,מאגדת טעמי 5 *40 גרם,עלית,200 גרם,Other
7290106524439,תפוציפס פופס טבעי 60גרם,"שטראוס פריטו ליי בע""מ",60 גרם,Snacks
7290106525504,טעמי בייגלה 42 גרם,עלית,42 גרם,Other
7290106526822,פריכיות תחתית חלב 80גרם,"שטראוס גרופ בע""מ",80 גרם,Dairy
7290106527386,פריכיות אנרגי שוק.חלב70,"שטראוס גרופ בע\""מ",70 גרם,Dairy
7290106528567,דוריטוס גריל 185 גרם,"שטראוס פריטו ליי בע""מ",185 גרם,Other
7290106528628,דוריטוס Dippas טבעי185ג,"שטראוס פריטו ליי בע""מ",185 גרם,Other
7290106571037,מאג.5גומיגם ספארי נסטלה,גלידות נסטלה (נגה גלידות,450 גרם,Frozen
7290106572614,דובונים פיצה 40 גרם,"אסם תעשיות מזון בע""מ",40 גרם,Prepared
7290106572959,אפרופו קלאסי מארז 5*25גר,"אסם תעשיות מזון בע""מ",125 גרם,Other
7290106573598,חומוס לבנוני צבר 400 גרם,סלטי צבר,400 גרם,Sauces & Spreads
7290106573628,חומוס עם טחינה צבר 400גר,סלטי צבר,400 גרם,Sauces & Spreads
7290106573642,חומוס צנובר צבר 400 גרם,סלטי צבר,400 גרם,Sauces & Spreads
7290106573819,חומוס אבו גוש 400 גרם,סלטי צבר,400 גרם,Sauces & Spreads
7290106574953,בייגלה שטוחים שומשום300ג,"אסם תעשיות מזון בע""מ",300 גרם,Other
7290106574977,בייגלה שטוחים מלח300גרם,"אסם תעשיות מזון בע""מ",300 גרם,Other
7290106575257,עוגת סופלה טעם שוקולד340,"אסם תעשיות מזון בע""מ",340 גרם,Snacks
7290106575943,אבקה להכנת קניידלך140ג,"אסם תעשיות מזון בע""מ",140 גרם,Other
7290106576513,חומוס מסעדה 400 גרם,סלטי צבר,400 גרם,Sauces & Spreads
7290106576537,חומוס מסעדה צבר 700גרם,סלטי צבר,700 גרם,Sauces & Spreads
7290106576797,לה קרמריה וניל איטלקי,גלידות נסטלה (נגה גלידות,1.4 ליטר,Frozen
7290106576810,לה קרמריה צמחי ריבת,---,1.4 ליטר,Other
7290106576834,לה קרמריה פונש בננה,גלידות נסטלה,1.4 ליטר,Frozen
7290106576858,לה קרמריה תותים,נגה גלידות שותפות מוגבלת,1.4 ליטר,Frozen
7290106576957,לה קרמריהשוקו וניל פרווה,גלידות נסטלה (נגה גלידות,1.4 ליטר,Frozen
7290106576971,לה קרמריה שוקולד בלגי 1.,גלידות נסטלה,1.4 ליטר,Frozen
7290106577282,טחינה אמיתית 400 גרם צבר,סלטי צבר,400 גרם,Sauces & Spreads
7290106577480,חציל על האש בטחינה400צבר,סלטי צבר,400 גרם,Sauces & Spreads
7290106577503,חציל במיונז 400 גרם צבר,סלטי צבר,400 גרם,Sauces & Spreads
7290106577541,סלט כרוב אדום 400ג צבר,סלטי צבר,400 גרם,Prepared
7290106577572,מטבוחה אמיתית 400גרם צבר,סלטי צבר,400 גרם,Prepared
7290106651265,פסק זמן קלאסי 4 * 45 גרם,עלית,180 גרם,Other
7290106654099,מילקי קייק 8*34 גרם,בובארד איטליה אס.פי.איי,272 גרם,Dairy
7290106656734,חיוכים וניל 600 גרם,עלית,600 גרם,Other
7290106658479,טורטית וופל מצופה שוק40ג,"שטראוס גרופ בע""מ",40 גרם,Snacks
7290106663091,לאבנה 9% 500 גרם,"מחלבות בר בכפר בע""מ",500 גרם,Dairy
7290106663121,מילקי קייק 34 גרם,בובארד איטליה אס.פי.איי,34 גרם,Dairy
7290106664067,לאבנה ש.זית וזעתר10% 400,"מחלבות בר בכפר בע""מ",400 גרם,Dairy
7290106664562,רוטב שמנת+פטריות 9% 200מ,מחלבת יטבתה,250 מיליליטר,Sauces & Spreads
7290106667266,דוריטוס חמוץ חריף 185גרם,"שטראוס פריטו ליי בע""מ",185 גרם,Other
7290106668713,דנונה פירות יער 3% 150גר,"שטראוס בריאות בע""מ",150 גרם,Fruit
7290106721906,מסטיק בזוקה ציקלט 66גרם,אסקום קונפקשיין,66 גרם,Snacks
7290106721913,מסטיק מרעננת מגדים 66גרם,אסקום קונפקשיין,66 גרם,Snacks
7290106721920,מסטיק ספירמינט ציקלט66ג,אסקום קונפקשיין,66 גרם,Snacks
7290106722415,ממולדה לבנה טעם תות 100,"שטראוס גרופ בע""מ",100 גרם,Fruit
7290106728127,חלב טבעי 3.6% 1ל יטבתה,מחלבת יטבתה,1 ליטר,Dairy
7290106770577,ממרח חלבה 350 גרם,אלמנדוס,350 גרם,Sauces & Spreads
7290106771161,גרנולה מייפל פקאן 450 גר,---,450 גרם,Other
7290106771314,גרנולה אגוזים חמוציות450,---,450 גרם,Other
7290106771369,גרנולה לוז וקינמון 450 ג,---,450 גרם,Other
7290106774018,אבקת קקאו 400 גרם,אלמנדוס,400 גרם,Other
7290106774612,סילאן אורגני לחיץ 500 גר,---,500 גרם,Sauces & Spreads
7290106775664,שמן קוקוס שקד תבור 350מל,אלמנדוס,350 מיליליטר,Sauces & Spreads
7290107645584,מרק עוף בשרי קנור 400ג,יוניליוור ישראל מזון בע\,400 גרם,Meat & Fish
7290107645591,מרק בטעם עוף קנור 400ג,יוניליוור ישראל מזון בע\,400 גרם,Meat & Fish
7290107646062,מרק בצל קנור 400 גרם,"יוליוס סימון 52, חיפה",400 גרם,Prepared
7290107646147,חטיף שוגי קורנפלקס 6*26ג,יוניליוור ישראל מזון,156 גרם,Snacks
7290107646154,חטיף קוקומן שוקולד 6*21ג,יוניליוור ישראל מזון,126 גרם,Snacks
7290107646826,חטיפי שוגי שוקולד 6*26ג,יוניליוור ישראל מזון,156 גרם,Snacks
7290107647731,קוקומן חום לבן 375ג תלמה,"יוניליוור שפע ישראל בע""מ",375 גרם,Dairy
7290107647854,דגני בוקר שוגי 500ג תלמה,"יוניליוור שפע ישראל בע""מ",500 גרם,Other
7290107649605,קליק קורנפלקס ופצפוצים85,יוניליוור ישראל מזון,85 גרם,Other
7290107870047,טילון בראוניז מטבע ענק י,גלידות נסטלה (נגה גלידות,1 יחידות,Frozen
7290107871990,פסטה צינורות 500 גרם,פסטה זארה,500 גרם,Other
7290107874502,ביסלי גריל 4*55 גרם,"אסם תעשיות מזון בע""מ",220 גרם,Snacks
7290107875271,ביסלי ברביקיו 4*55 גרם,"אסם תעשיות מזון בע""מ",220 גרם,Snacks
7290107875400,להקרמריה פיסטוק מוקה 1.4,גלידות נסטלה (נגה גלידות,1.4 ליטר,Frozen
7290107877619,במבה מילוי קרם נוגט5*30ג,"אסם תעשיות מזון בע""מ",150 גרם,Snacks
7290107879521,מא.שרבט תות350ג לה פרוטה,נגה גלידות שותפות מוגבלת,350 גרם,Frozen
7290107879569,מאגדת לה פרוטה מנגו 6 יח,גלידות נסטלה (נגה גלידות,350 גרם,Frozen
7290107932080,חלב מועשר3%בקבוק1ל יטבתה,מחלבת יטבתה,1 ליטר,Dairy
7290107932134,חלב מועשר1%בקבוק1ל יטבתה,מחלבת יטבתה,1 ליטר,Dairy
7290107936309,יוגורט יווני 6.5% 130גר,"שטראוס בריאות בע""מ",130 גרם,Dairy
7290107936958,עד חצות אצבעות 125 גרם,ביסקוויטס טור ד\אלבון,125 גרם,Snacks
7290107936965,עד חצות עיגולים 225 גרם,עלית,230 גרם,Other
7290107937542,משקה אקטיביה תות1.2% 265,"שטראוס בריאות בע""מ",265 גרם,Drinks
7290107937627,קוביות ספירמינט צנצנת58ג,אסקום קונפקשיין,58 גרם,Other
7290107937641,מסטיק בזוקה קוביות צנצ58,אסקום קונפקשיין,58 גרם,Snacks
7290107938396,"מארז אקטימל תות 8*100מ""ל","שטראוס בריאות בע""מ",800 מיליליטר,Fruit
7290107944243,אפיפית שוקולד ללג200עלית,"שטראוס גרופ בע""מ",200 גרם,Snacks
7290107944380,"אגוזי כשל""פ 45 גרם","שטראוס גרופ בע""מ",45 גרם,Other
7290107944472,סימפוניה שום שמיר5% 200ג,"שטראוס בריאות בע""מ",200 גרם,Other
7290107944717,ופל מיני טורטית מארז390ג,"שטראוס גרופ בע""מ",390 גרם,Snacks
7290107945165,קונפיטורת משמש 340 גרם,"ב.א מזוןבע""מ",340 גרם,Other
7290107947480,אנרגי מצופה שוקולד6*28ג,"שטראוס גרופ בע""מ",168 גרם,Snacks
7290107950190,מעדן דיאט שוקולד מריר130,"שטראוס בריאות בע""מ",130 גרם,Snacks
7290107950206,מעדן דיאט שוקולד 130 גרם,"שטראוס בריאות בע""מ",130 גרם,Snacks
7290107951104,בפלות בטעם שוקולד 200גרם,"גילרו בע""מ",200 גרם,Snacks
7290107951715,מסטיק קוביות ענבים צנצ58,אסקום קונפקשיין,58 גרם,Snacks
7290107954709,קונפיטורת פירות יער340גר,"ב.א מזוןבע""מ",340 גרם,Fruit
7290107954976,משקה פרו קפה יטבתה350מ,מחלבת יטבתה,350 מיליליטר,Drinks
7290107957991,מילקי קייק מיניס 144 גרם,בובארד איטליה אס.פי.איי,144 גרם,Dairy
7290107958035,דנונה מתיקות מעודנת8*150,"שטראוס בריאות בע""מ",1.2 קילוגרם,Other
7290107971522,4חט.בוטן+שקד קרנאצ FREE,אמקו ספול,140 גרם,Other
7290107973861,עגבניות קצוצות דק 3*400ג,קונסורזיו קאסאלאסקו,1.2 קילוגרם,Vegetables
7290107974073,עלי טורטיה קמח חיטה320ג,ש.שסטוביץ,320 גרם,Other
7290107974301,ליידי ס.סטיק אלוורה 65גר,קולגייט-פלמוליב,65 גרם,Other
7290107975346,ספיד סטיק גל כוח הטבע65,קולגייט-פלמוליב,65 גרם,Other
7290107978323,איטריות דקיקות 400 גרם,פי.פי.איג ארטלקס,400 גרם,Other
7290107978330,איטריות דקות 400 גרם,פי.פי.איג ארטלקס,400 גרם,Other
7290107978347,איטריות בינוניות 400 גרם,פי.פי.איג ארטלקס,400 גרם,Other
7290107978453,קראנצוס גריל 55 גרם,"מנה י.א בע""מ",55 גרם,Other
7290107978460,קראנצוס פלאפל 55 גרם,"מנה י.א בע""מ",55 גרם,Other
7290108201864,קפס.גל לכביסה28י קולון,רקיט בנקיזר,1 יחידות,Other
7290108350616,מקסימה מרכך בלו 1 ליטר,סנו,1 ליטר,Other
7290108350623,מקסימה מרכך סופט סילק1ל,סנו,1 ליטר,Other
7290108351613,ריצפז פרשהום מלון חלומי2,סנו,2 ליטר,Fruit
7290108355079,נט.פורמולה לחות+קוקוס400,קוסמופארם,400 מיליליטר,Other
7290108355185,"מסכה קרטין נטורל 350מ""ל",קוסמופארם,350 מיליליטר,Other
7290108357707,כיף שמפו לשיער רגיל 700מ,קוסמופארם,700 מיליליטר,Other
7290108358384,מקסימה מרכך כביסה 1 ליטר,סנו,1 ליטר,Other
7290108501346,גאודה מגורדת500ג אירו,ויליפוד,500 גרם,Other
7290108501360,גבינת צדר בשלה200ג אירו,ווייקה פארמס,200 גרם,Dairy
7290108501667,לפתן פירות בסירופ קל 4יח,הזה סאנקינג פוד קו.,452 גרם,Fruit
7290108501827,שערות קדאיף 450ג ויליפוד,הלניק,450 גרם,Other
7290108502145,צדר בשלה פרוס150ג אירו,גבינות משק אחים מאיר בית,150 גרם,Dairy
7290108502541,גבינת שמנת 18% 200ג אירו,סוטאש,200 גרם,Dairy
7290108502725,גאודה פרוסות28% 400גרם,ויליפוד,400 גרם,Other
7290108503043,תפוחונים 4*22ג ויליפוד,הביי דונגפנג פוד קו. בעמ,88 גרם,Fruit
7290108503999,פרוסות גבינה מותכת 150 ג,---,150 גרם,Dairy
7290108504279,קשקבל צאנק 150ג אירו,אל פסטור,150 גרם,Other
7290108504286,איבריקו צאנק 150ג אירו,אל פסטור,150 גרם,Other
7290108504293,מנצגו צאנק 150ג אירו,אל פסטור,150 גרם,Other
7290108504378,גבינת שמנת+זיתים200 אירו,---,200 גרם,Dairy
7290108504699,נתחי טונה שמן קנולה4*160,גולדן פרייז קאנינג אל טי,640 גרם,Sauces & Spreads
7290108504934,דפי אורז למילוי 300 גרם,טרן ני פודס קו. אל.טי.די,300 גרם,Other
7290108505603,טונה בהירה בשמן 3*80וילי,גולדן פרייז קאנינג אל טי,240 גרם,Meat & Fish
7290108506495,כנאפה קפוא 192ג פינוקים,ארמה גרופ,192 גרם,Frozen
7290108506624,גבינת עזים 32% 150ג אירו,קסוס דה סאלבדור,150 גרם,Dairy
7290108506709,פרמגיאנו רגיאנו150ג אירו,זנטי,150 גרם,Other
7290108509106,קוביות בולגרית מעודנ200ג,סוטאש,200 גרם,Dairy
7290108509267,פסטה עם רוטב גבינה206גרם,בסן מקרנה,206 גרם,Sauces & Spreads
7290108509274,4גבינות מגורדות300ג אירו,אי וואר,300 גרם,Dairy
7290108509755,גבינת חלומי 250ג יורו,ארדן גידה,250 גרם,Dairy
7290109351025,חומוסטחינה צבר 400 גרם,סלטי צבר,400 גרם,Sauces & Spreads
7290109351971,6ח.פריכיות שוק.חלב פיטנס,CA,84 גרם,Dairy
7290109352916,6חט.פרכיות שוק.לבן פיטנס,"כרמית תעשיות ממתקים בע""מ",84 גרם,Dairy
7290109354101,לחמית ללא גלוטן 200 גרם,"אסם תעשיות מזון בע""מ",200 גרם,Other
7290109354972,פתי בר ל.גלוטן קלאסי200ג,"אסם תעשיות מזון בע""מ",200 גרם,Other
7290109354996,פתי בר לל.גלוטן שוקו200ג,"אסם תעשיות מזון בע""מ",200 גרם,Drinks
7290109358765,קראנץ רולס 450 גרם,"אסם תעשיות מזון בע""מ",450 גרם,Other
7290109580036,שניצל תירס 1.25 קג,זוגלובק,1.25 קילוגרם,Meat & Fish
7290109580050,נקניקיות צוריסו ונדרס226,זוגלובק,226 גרם,Meat & Fish
7290109580067,וונדרס טחון 340 גרם,זוגלובק,340 גרם,Other
7290109580074,קבב וונדרס,זוגלובק,226 גרם,Meat & Fish
7290109580104,רוסטביף פרימיום 150 גרם,---,150 גרם,Other
7290109580135,קורנדביף פרימיום 180 גר,---,180 גרם,Other
7290109580166,סרוולד קלאסי פרימיום 150,---,150 גרם,Other
7290109580241,נאגטס מן הצומח 500 גרם,---,0.5 קילוגרם,Other
7290109580272,סרוולד איטלקי פרמיום,---,150 גרם,Other
7290109580319,וונדרס בורגר 280 גרם,---,280 גרם,Other
7290109580432,פסטרמה אקסמעושנת דק120,---,120 גרם,Meat & Fish
7290109580470,"נאגטס מן הצומח 1 ק""ג",זוגלובק,1000 גרם,Other
7290109580500,סלמי קוניאק דק דק דק,---,120 גרם,Other
7290109580531,נודלס של מסעדות 400 גרם,פרש אסיה,400 גרם,Other
7290109580562,תאי ציקן נודלס 380 גרם,---,380 גרם,Other
7290109580609,פסטרמה גחלים דק דק120גרם,---,120 גרם,Meat & Fish
7290109580623,נודלס עוף סצואן 350 גרם,---,350 גרם,Meat & Fish
7290109580647,קובה סלק 400 גרם,זוגלובק,400 גרם,Other
7290109580739,נקניקיות צוריסו 300ג,זוגלובק,300 גרם,Meat & Fish
7290109580821,שניצל דק מן הצומח,---,620 גרם,Meat & Fish
7290109580838,שניצל דק צילי מן הצומח,---,620 גרם,Meat & Fish
7290109580890,בשר מפורק 240ג זוגלובק,זוגלובק,240 גרם,Meat & Fish
7290109581101,קבנוס פפרוני 135 גרם,זוגלובק,135 גרם,Other
7290109581132,פסטה בלונז 400 גרם,---,400 גרם,Other
7290109581156,קציצות של סבתא פרז 390 ג,---,390 גרם,Prepared
7290109581262,פסטרמה בדבש זוגלובק 250ג,---,250 גרם,Sauces & Spreads
7290109581293,נקניקיות פרימיום 310 גרם,---,310 גרם,Meat & Fish
7290109581507,פירה עם נקניקיות350ג,זוגלובק,350 גרם,Meat & Fish
7290109581514,פסטה עם נקניקיות350ג,נקניק נהריה כשר זוגלובק,350 גרם,Meat & Fish
7290109581521,נודלס ורצועות בשר350 גרם,נקניק נהריה כשר זוגלובק,350 גרם,Meat & Fish
7290109581538,פסטרמה פרגית 120גרם דק,זוגלובק,120 גרם,Meat & Fish
7290109640198,מגורדת לפיצה ואפיה 200 ג,ויגרדן,200 גרם,Prepared
7290109640372,"ממרח+זיתים ע""ב קוקוס200ג",גן שמואל-תעשיות בריאות,200 גרם,Sauces & Spreads
7290109640402,"ממרח ט.טבעי ע""ב קוקוס200",גן שמואל-תעשיות בריאות,200 גרם,Sauces & Spreads
